CountryCode,C,C_Test,Html,Html_test,Java,Java_test,PHP,PHP_test
BRB,-0.09078266291108089,-0.4197455631459101,0.24051119817552577,-0.17902372906370032,-0.11865675480185212,-0.46836901807429404,0.38740686297803395,-0.19668570517495956
BRN,-0.28510113929968345,-0.4197455631459101,-0.5440403629933893,-0.17902372906370032,-0.3408442318773997,-0.46836901807429404,-0.45768552143112984,-0.19668570517495956
BTN,-0.19191000205573122,-0.4197455631459101,0.9082317157107389,0.07098795331069324,0.1830451949166429,-0.46836901807429404,0.023965130153024566,-0.19668570517495956
BWA,-0.3227132822262062,-0.4197455631459101,-0.5871854405800435,-0.17902372906370032,-0.527372300747488,-0.46836901807429404,-0.6360811251941089,-0.19668570517495956
CAF,-0.35394695469105814,-0.4197455631459101,-0.638963547865374,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.681514490647099,-0.19668570517495956
CAN,0.3451124227425791,0.23197555813720624,0.7245387867972503,-0.019111562023907583,0.6408780353243584,0.3754391035440662,0.7447700423641139,0.05555694341793987
CHE,0.11175676247769938,0.008943750252489238,-0.2683242915538148,0.017491309536954585,0.24819175527981685,0.531019890296294,0.07289538298165187,0.004408705748078551
CHI,-0.28200572747885055,-0.4197455631459101,-0.5057353114473505,-0.17902372906370032,-0.40796106091708695,-0.46836901807429404,-0.2787322350145785,-0.19668570517495956
CHL,-0.3076128985531221,-0.38672638942750326,-0.5593208762737444,-0.17253674921730414,-0.45979150094756693,-0.3962035647233072,-0.5541220560987155,-0.1692279221088136
CHN,-0.34380536505952014,-0.40935091127041484,-0.6299041327942284,-0.1774637581329447,-0.5396569739520312,-0.45095176476708027,-0.6686640367471791,-0.19402604679977972
CMR,-0.3355922175440062,-0.4197455631459101,-0.6073079560351391,-0.17574615709910388,-0.4936812294707256,-0.41367620131296484,-0.6105922019336744,-0.19508495682177526
COD,-0.3551722199418687,-0.4197455631459101,-0.6417583024667997,-0.17902372906370032,-0.5610280152475936,-0.4650864038442601,-0.6835954623353282,-0.19668570517495956
COG,-0.3475006232614803,-0.4197455631459101,-0.6329186580688592,-0.17902372906370032,-0.5416501360731771,-0.3579707573795916,-0.6667214788095603,-0.19668570517495956
COL,-0.27979681805907575,-0.3520673380382182,-0.4884371865986464,-0.16613051026940925,-0.34365987496549616,-0.25859871076148017,-0.47569919833202934,-0.17622052662251128
COM,-0.3554560797923818,-0.4197455631459101,-0.6244503484951505,-0.17902372906370032,-0.5420696212424462,-0.46836901807429404,-0.6842920607728267,-0.19668570517495956
CPV,-0.34114213030935703,-0.4197455631459101,-0.6417583024667997,-0.17902372906370032,-0.5316765591815802,-0.46836901807429404,-0.6052568666122788,-0.19668570517495956
CRI,-0.04019325014416247,0.07329280342704364,-0.02628539324302606,-0.14673612575847372,0.08167454794502936,-0.09122093417253127,-0.11547895081729144,-0.1493784345002726
CUW,-0.3554560797923818,-0.4197455631459101,-0.46563624638654105,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.5967725051043739,-0.19668570517495956
CYM,-0.2313142987322235,4.506680512538335,0.047937628532584355,-0.17902372906370032,-0.30191275454474104,-0.46836901807429404,-0.22732198953136407,-0.19668570517495956
CYP,0.10614702120651869,0.852351422387853,0.27245046820838553,-0.012412099546177767,0.1626459540704279,0.6437297455152045,0.3776932760899126,-0.09903904688894145
CZE,-0.02076998349724758,0.5167802575701809,-0.06035864003164084,0.05142939191480841,-0.024521465726420357,0.4992258533975137,0.051480208367175276,0.05746409229898994
DEU,-0.19380419388742834,-0.13405854645908105,-0.3915670814463389,-0.1245981707309918,-0.25688678786174995,-0.1602301240121759,-0.35940863036923565,-0.12833418378573289
DMA,0.05778765779934037,-0.4197455631459101,0.3148512889250344,-0.17902372906370032,0.0867687982862131,-0.46836901807429404,0.2664354992351629,-0.19668570517495956
DNK,0.25827174153809584,0.737515921201449,0.16832036744049012,-0.09634854822149315,0.38122887051882404,0.6812977074728752,0.3354982737630276,-0.021713897662984434
DOM,-0.19323519506034145,-0.11051816526718387,-0.3806968219140208,-0.15325052500777223,-0.31116830972073184,-0.32091396351765017,-0.3857217945930285,-0.1607214397553748
DZA,-0.29847359678473917,-0.38267531257891335,-0.523430697787671,-0.1731974421468276,-0.4517928537980427,-0.4359612847879739,-0.5388393943413856,-0.18625210667440872
ECU,-0.31632472539879725,-0.4014763439067055,-0.5897522097078094,-0.1766309363583709,-0.47590521504846756,-0.3725405960553091,-0.5893925952324631,-0.18733669020866528
EGY,-0.10997131971934304,-0.14406491228732377,-0.132692150137094,-0.14963431253739456,-0.1780127630803776,-0.23296695969816575,-0.30145774546102044,-0.1626470933418
ERI,-0.35122749112225127,-0.4197455631459101,-0.6313170495554116,-0.17902372906370032,-0.5498267126461698,-0.46836901807429404,-0.6739150093683689,-0.19668570517495956
ESP,-0.21266092551662083,-0.30277313863403,-0.3918718947568622,-0.1568943403697283,-0.2611763051394586,-0.24112413760191234,-0.3310565258637377,-0.1434777133033012
EST,0.2956752925494092,0.03758915450553236,1.3430636674028875,0.0006731417158599308,1.0175546596828553,1.9305111608610375,1.8398100725620776,0.41765512747770805
ETH,-0.3468650079685651,-0.402111410568016,-0.629277308106712,-0.1786387929535049,-0.5450434707050678,-0.46323028009497347,-0.6677984964629365,-0.1955577013197936
FIN,0.34508816543730253,-0.09459579108153844,0.056226109761208704,0.04810248933331663,0.6125434127403022,0.4317686542367395,0.44672852111554623,0.09449822603108958
FJI,-0.26300656176452497,-0.4197455631459101,-0.5950653153570225,-0.17902372906370032,-0.4033791616690437,-0.46836901807429404,-0.4831999151074832,-0.19668570517495956
FRA,-0.21932888746849985,-0.25310123817575153,-0.4525254332428886,-0.14870973779926874,-0.31612767116652857,-0.18914018959692644,-0.3966061327530603,-0.1345039123643372
FRO,12.596726588632622,-0.4197455631459101,4.155481115171436,13.284912416999315,10.2769523899674,-0.46836901807429404,4.083449939042837,12.954740927705734
GAB,-0.3554560797923818,-0.4197455631459101,-0.6417583024667997,-0.17902372906370032,-0.5526713821349803,-0.46836901807429404,-0.6764176725202141,-0.19668570517495956
GBR,0.03346398468576573,0.07678588709253306,0.34152191590741016,-0.08809836648456396,0.036546404411532896,-0.1106548450236238,0.2818541605126478,-0.07610917592624268
GEO,0.2776137539970725,2.739391302913178,0.6148693621956675,0.03771020825503563,0.1323029358427619,0.9125289176598163,0.5122805630608211,0.14973796898855055
GHA,-0.33715832293261877,-0.4197455631459101,-0.5849499454865096,-0.17902372906370032,-0.5165870713130832,-0.4496985135497275,-0.6070323054894924,-0.1939534652629762
GIB,0.11057123839197787,-0.4197455631459101,0.6527983822113088,1.0320775609657882,0.4133241815937742,7.615485939252025,0.17343905484276806,-0.19668570517495956
GIN,-0.35312556921304605,-0.4197455631459101,-0.6396003617670065,-0.17902372906370032,-0.556746347737052,-0.42794325728323057,-0.6810750528055854,-0.19668570517495956
GMB,-0.3444438132579733,-0.4197455631459101,-0.6281625298600227,-0.17902372906370032,-0.5462631531731078,-0.46836901807429404,-0.6640237990391274,-0.19668570517495956
GNQ,-0.3467814432521586,-0.4197455631459101,-0.625693709567762,-0.17902372906370032,-0.5434742062685654,-0.16742312562944128,-0.6683262463519175,-0.19668570517495956
GRC,0.03969141590900426,0.23819770209860544,0.13735197771907998,-0.11080307294427891,0.15231426686174493,0.22665263623830428,0.14851480091249467,-0.09146907940622519
GRD,-0.21488844657134387,-0.4197455631459101,0.1391949256288103,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.2962164217091265,-0.19668570517495956
GRL,-0.08699031046432706,-0.4197455631459101,-0.6417583024667997,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.6842920607728267,-0.19668570517495956
GTM,-0.3210713737769566,-0.40179137617350696,-0.5923247101274424,-0.176672197394219,-0.48968780900230285,-0.3898890435570126,-0.6001887898927171,-0.1852009529345788
GUM,-0.2239578662817365,-0.4197455631459101,-0.39823625319084327,-0.17902372906370032,-0.4699221839648714,-0.46836901807429404,-0.5229422786536536,-0.19668570517495956
GUY,-0.3163008589145456,-0.4197455631459101,-0.4604790407607551,-0.17902372906370032,-0.43875064839367367,-0.12876969268425503,-0.5401603760286091,-0.14698877118517853
HKG,0.13126155653273242,0.02848908680790402,-0.28235754932729135,-0.08295759051685751,0.21816259170691923,0.35097013971343693,0.060328035470315074,-0.014226114678376386
HND,-0.313085469565061,-0.4197455631459101,-0.5905846307135795,-0.17902372906370032,-0.4787619331455655,-0.46836901807429404,-0.6181753433885779,-0.19200935752315562
HRV,0.6479432961599669,1.20984816722194,1.8777217219499578,0.31280338511232764,0.9511092524342379,2.071191112502094,1.5568102077847774,0.283725679577399
HTI,-0.3519792962763205,-0.4197455631459101,-0.6301686986814145,-0.17902372906370032,-0.5514388803163659,-0.46836901807429404,-0.6714939037222761,-0.19668570517495956
HUN,0.0047635675622203595,0.4032022900920823,0.01395488242853805,-0.08720707180901852,0.07628058316634738,0.970513866630589,0.1624695609476026,-0.009515937411942368
IDN,-0.3269710608743875,-0.3887286055436174,-0.5231209994612972,-0.16623464558203482,-0.4806522543532365,-0.42819747395571944,-0.5091619156348253,-0.1756693518768202
IMN,0.07110272335643282,-0.4197455631459101,0.46416594959292345,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,0.10079658923576991,-0.19668570517495956
IND,-0.08080178407483153,-0.06936193671039818,0.1113947223038869,-0.04049334492673923,0.0002621009580565482,-0.06836585013131995,0.1286987172263877,-0.09323671401443569
IRL,0.2110161911279195,0.3422819245499552,0.6710386416466309,-0.07090079230602338,0.7841475482067367,1.2526046313967925,0.5114602175761054,-0.09107239457440496
ISL,0.7813509393734396,-0.4197455631459101,1.2950784217051803,-0.17902372906370032,1.4836658220625099,0.3204073216238018,1.5335591206593904,-0.08125624829469225
ISR,0.24488413210067989,0.7860613700401058,0.18354510305694807,-0.07852322948494123,0.3475815207187442,0.0746760730214724,0.09695888024435645,-0.11254187935132848
ITA,-0.2223774528908944,-0.2745785814497608,-0.41586634817701323,-0.15804375656407207,-0.3259669380085018,-0.24518496506732593,-0.4024444692204092,-0.15762090607571325
JAM,0.30379557613147473,-0.20618102583106207,0.8183033766366301,-0.05315242236866815,0.6092724211373322,-0.09496217788002938,0.6330743054451219,-0.1283803021270766
JOR,-0.17339063262684287,-0.226562109861308,-0.28295416763265857,-0.16890292536265578,-0.2459129576003272,-0.23192893729043512,-0.3456136450747413,-0.18185686824181413
JPN,-0.32082169865904875,-0.38656975787144404,-0.6097991158908636,-0.1728163463605248,-0.5100279203119085,-0.41450609479508177,-0.6248332124520743,-0.18001161911105867
KAZ,-0.2595555537286,-0.2856238422050334,-0.40782892887986466,-0.1416950053136229,-0.3424342416537003,0.059267403855201295,-0.41059030366580335,-0.11518175849849223
KEN,-0.2561582902594727,-0.38173411330709994,-0.35882793026535836,-0.1607691860100202,-0.2787421417380921,-0.3908310592029544,-0.28527748936972674,-0.17966535834716038
KGZ,-0.24418926534209737,0.12599009609388026,-0.40792010289728214,-0.1400361755458871,-0.40207998685516616,-0.1213903564038242,-0.350647968384022,-0.10147915763309964
KHM,-0.3197106622243844,-0.3630049048698461,-0.5473171395386134,-0.1691149947523985,-0.5047885212393318,-0.4352996242743352,-0.5544663775086903,-0.18458727487859247
KIR,-0.28952057709326456,-0.4197455631459101,-0.6417583024667997,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.6842920607728267,-0.19668570517495956
KNA,-0.08692819104274192,-0.4197455631459101,0.3528173651574558,-0.17902372906370032,0.00014821636808861125,-0.46836901807429404,-0.1900619660898089,-0.19668570517495956
KOR,-0.32991523619815455,-0.40789106529460883,-0.6223960622187371,-0.17902372906370032,-0.5166261798561472,-0.44764202809035875,-0.656801796416091,-0.19213592627651435
KWT,-0.2650972915379698,-0.27033780392195994,-0.5406595967553169,-0.17902372906370032,-0.4237846705563931,-0.46836901807429404,-0.5768855410060184,-0.19668570517495956
LAO,-0.3456430472336088,-0.4197455631459101,-0.6296431072129334,-0.17902372906370032,-0.5433736649571802,-0.43054236963142306,-0.6702445763227718,-0.19668570517495956
LBN,-0.2168877047631023,-0.26977476969573577,-0.4271345897509137,-0.172476304205135,-0.3218037170490327,-0.46836901807429404,-0.4153435042845139,-0.17110389114150545
LCA,-0.2745114530336986,-0.4197455631459101,-0.04215163513671828,-0.17902372906370032,-0.053604580542822425,-0.46836901807429404,-0.16286224726687795,-0.19668570517495956
LIE,-0.3554560797923818,-0.4197455631459101,-0.2719583981587921,-0.17902372906370032,-0.14387079857052879,-0.46836901807429404,0.41828614002402525,-0.19668570517495956
LKA,0.14946829237517534,0.011783917054680942,0.5141590992712168,-0.08859310214008287,0.7039906508208401,0.059786278975775625,0.5999466041648698,-0.1469991496598089
LSO,-0.34498070169859757,-0.4197455631459101,-0.6094259805298907,-0.17902372906370032,-0.5324020328262481,-0.46836901807429404,-0.6650119512421613,-0.19668570517495956
LTU,0.36446319212708084,1.3658282792166958,1.686477387205836,0.28870376519562346,0.7063791013167967,0.9089777273531082,1.9998548615611367,0.7036191834221079
LUX,1.1237786946176123,0.09973901968894973,0.012788741038981392,0.025093190495179354,2.2043594616228086,0.4399236181700212,0.8094999883722275,0.2685324069117572
LVA,0.3465229726129707,0.8047486875287417,1.3653810304399474,0.20187142962295476,0.6810105895261825,0.869735069459882,1.6015616130421495,0.5865864107608363
MAC,-0.304925028123187,-0.4197455631459101,-0.571574315282961,-0.17902372906370032,-0.48233726663813936,-0.46836901807429404,-0.5680379979626584,-0.19668570517495956
MAR,-0.12450001370110511,-0.22199669693942498,-0.2080314606880447,-0.14636725784573518,-0.016810893133077216,-0.12261508246979773,-0.021153614103198156,-0.1548876884424852
MCO,1.4375915044892595,-0.4197455631459101,2.3098432476937263,-0.17902372906370032,0.27196048177591314,-0.46836901807429404,2.9825237500944533,0.8147754669013071
MDA,0.7214064100133011,0.31704873174088755,1.4865833376588555,0.3613812848022436,1.0308996883746517,1.0131158661770865,1.8376111083279774,0.5479764059941323
MDG,-0.34274043471880866,-0.407731134908667,-0.601950711741321,-0.17272941820818488,-0.5267864442906735,-0.4263557724182907,-0.6140819848992459,-0.18900043705176464
MDV,-0.11068248069375271,0.38971804155855333,-0.1884611292977964,-0.17902372906370032,-0.26291130268131807,-0.46836901807429404,0.10410030832510153,-0.09312780436969989
MEX,-0.3117671341455807,-0.3732020370610004,-0.5654118163096168,-0.1741469356665401,-0.48003764482200617,-0.41954161098120507,-0.5872601077898407,-0.18656305764639108
MKD,1.9245730099544747,3.7518455995401134,4.956774539828385,0.9513969141862118,2.7143690968223058,2.5497621961721615,3.3520215907765016,0.15297212112492867
MLI,-0.3550401206250283,-0.4197455631459101,-0.6409879860788827,-0.17902372906370032,-0.5607516586885019,-0.46836901807429404,-0.6835264809307379,-0.19668570517495956
MLT,0.43552482446034513,1.7204259333217227,1.2225588128774099,0.007847484257184996,0.8674896731790096,1.4026220322601861,1.1685616823863536,0.07711495275376516
MMR,-0.3526809231337324,-0.4197455631459101,-0.6358480806370588,-0.17902372906370032,-0.5549452727735149,-0.46836901807429404,-0.6750981602800629,-0.19598124342273396
MNE,0.3674321941282721,2.448954734536255,1.901808909647815,0.4471848546502463,0.9254814702921823,1.6215384923260228,1.7771107832859603,0.41498803987635274
MNG,-0.2676389471551573,-0.22060707532860627,-0.4698363361889038,-0.11381881911441218,-0.3936523749112327,-0.38132311331893365,-0.42106783698286115,-0.14573254682901252
MOZ,-0.35361952474582736,-0.4197455631459101,-0.6368995548393717,-0.17766007258901725,-0.550644318399878,-0.45926688826590406,-0.6784974143934239,-0.19668570517495956
MRT,-0.3518350942559699,-0.4197455631459101,-0.6283468681382397,-0.17902372906370032,-0.5540466273504382,-0.46836901807429404,-0.6642986063282973,-0.19668570517495956
MUS,-0.11335249865160296,-0.18541369432266527,0.10185081574991652,-0.1483323470727704,0.03134141857176905,-0.058651544404468264,0.0873492943613275,-0.10674867953449746
MWI,-0.3541811347095603,-0.4197455631459101,-0.6346750753036141,-0.17902372906370032,-0.5598437061262227,-0.46836901807429404,-0.6780345731359925,-0.19668570517495956
MYS,-0.19772853076578398,-0.28346352772102484,-0.3451193354312832,-0.16627415524199438,-0.25320347517378733,-0.15349600572005206,-0.3181435890861652,-0.14064430126324007
NAM,-0.3404532790978147,-0.4197455631459101,-0.6028610601281155,-0.17902372906370032,-0.523958176904719,-0.46836901807429404,-0.6456339910310305,-0.19668570517495956
NCL,-0.3271434916235472,-0.4197455631459101,-0.6417583024667997,-0.17902372906370032,-0.44315993877029786,-0.46836901807429404,-0.6321822661568542,-0.19668570517495956
NER,-0.35509193560259256,-0.4197455631459101,-0.6417583024667997,-0.17902372906370032,-0.5608600574997262,-0.46836901807429404,-0.6836218472682413,-0.19668570517495956
NGA,-0.3453707149060779,-0.4101401308751323,-0.6084383095043755,-0.17839469812460768,-0.5354591638019995,-0.455773059683332,-0.6387773413486086,-0.19197507140882963
NIC,-0.2953549245879224,-0.3710711486185036,-0.505470676271141,-0.14077323269850478,-0.43332206933269635,-0.3832642551042621,-0.49466259772973603,-0.1655501472444483
NLD,0.26872398907697004,0.30307654675360696,0.16368449340519764,0.07035328166309192,0.505329608471422,0.7337993817414212,0.5282994214110975,0.09652298294411821
NOR,1.1927174799265197,-0.02227549866284937,0.3227638487034033,-0.04515967367593238,2.1234383783091886,1.7654193846696462,1.3250631296841868,0.08662103195520206
NPL,-0.1489015100601979,-0.13959888335101464,0.08551238885832507,-0.07302481762071623,-0.13880099057560485,-0.17810391320776175,0.17613690149485065,-0.05597942163148822
NZL,0.32201350494927483,1.0228434642163613,0.8209316531835086,0.07862398119787171,0.49616112492271097,-0.06709492902203026,0.6416734391828698,-0.04568521370461442
OMN,-0.30359471084468237,-0.4197455631459101,-0.5157028238502014,-0.17060021914013965,-0.4666879795251449,-0.4121438013940233,-0.5798917401025814,-0.19668570517495956
PAK,0.11801192622810598,0.17483454704142434,0.5864957905251429,-0.028357853598076677,0.1332016410756926,-0.18200582679314306,0.5665060439414114,-0.09718291950830127
PAN,-0.2722797182630029,-0.34472829469508787,-0.48072210347078836,-0.1593731061453147,-0.371794991287287,-0.33720510403909887,-0.4268267332033251,-0.1678939323401025
PER,-0.3196079661361328,-0.3820610117822994,-0.5890002149581683,-0.1740880326649753,-0.4756998027603844,-0.41071567006282494,-0.589037529670884,-0.18101701756467214
PHL,0.104300433125719,-0.282147507135908,0.7733666510010007,-0.10310223905231697,0.17749734569607623,-0.22010755452380523,0.5579718331353877,-0.14949343144590324
PLW,-0.3554560797923818,-0.4197455631459101,0.00795851003558156,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.6842920607728267,-0.19668570517495956
PNG,-0.3535159461609206,-0.4197455631459101,-0.639961831985608,-0.17902372906370032,-0.5575630304621696,-0.46836901807429404,-0.6825066364862848,-0.19668570517495956
POL,-0.061486892226374705,0.09218600442097494,-0.14079201267425892,-0.024606181396758114,-0.04149379036474051,0.36568891893414945,-0.03135639066762564,0.07024969097487377
PRI,-0.25298639157321784,-0.4197455631459101,-0.4406084505560165,-0.17902372906370032,-0.4244248670272101,-0.46836901807429404,-0.5183265386719716,-0.17587650852826006
PRT,0.23164726341128977,0.3355684315521672,0.22452407627194856,-0.08009723455492453,0.41086359678430534,0.7760693642277828,0.3396928737402556,-0.07403952272768377
PRY,-0.32629405883432205,-0.4197455631459101,-0.5835987924858868,-0.17319406720981206,-0.4583775442381022,-0.390545404673262,-0.5913961549383838,-0.19099135477592463
PYF,-0.2762566342603979,-0.4197455631459101,-0.5928683828180513,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.6357027570120177,-0.19668570517495956
QAT,-0.1250109557292552,-0.027818966749027292,-0.2149960875340349,-0.14480226646092703,-0.27236212882442673,-0.3541583656637864,-0.35104067617036583,-0.17997212882360528
ROU,0.49066621396419213,0.5691886092599229,1.2987055037163162,0.16502615815102975,0.7474349471780137,0.8689830051522621,1.389005491491186,0.35683179121102604
RUS,0.13788092776164482,1.1955407678344019,0.28334639010399065,0.06178351871849955,0.11850944465978061,1.1681615995990313,0.2915533901642623,0.1973910573313739
RWA,-0.3516471933004634,-0.4197455631459101,-0.6347046108674351,-0.17902372906370032,-0.5483413126716111,-0.46836901807429404,-0.6702714214991696,-0.19668570517495956
SAU,-0.28860314038962737,-0.3638932839481218,-0.5283787883024366,-0.17414693135377207,-0.4615124231319185,-0.41954156910942314,-0.5793808955190902,-0.19311300298347314
SEN,-0.34916571386216194,-0.4197455631459101,-0.6301091495153887,-0.1765087658339986,-0.5403639261103631,-0.46836901807429404,-0.6620275910113406,-0.19422911640025076
SGP,0.5582465156493001,0.2633997895162845,0.6383440863339929,-0.05513626586350105,1.2362952675729177,1.2314184571342839,0.7853543892252774,0.07222969215219464
SLE,-0.3554560797923818,-0.4197455631459101,-0.6354008941688989,-0.17902372906370032,-0.5592279404815618,-0.46836901807429404,-0.6800798490892487,-0.19668570517495956
SLV,-0.24009215622707383,-0.17623031171279324,-0.45766176499157046,-0.1598872292613915,-0.32027635059881,-0.46836901807429404,-0.37935112926524267,-0.16553182981118
SMR,-0.11935745110269944,-0.4197455631459101,-0.6417583024667997,-0.17902372906370032,-0.06769497115492414,-0.46836901807429404,-0.6842920607728267,-0.19668570517495956
SOM,-0.35000913165858477,-0.4197455631459101,-0.63167107818877,-0.17902372906370032,-0.5559242538771512,-0.46836901807429404,-0.6730137111503354,-0.19668570517495956
SRB,-0.3554560797923818,1.380554773687014,3.2989533293939197,0.41268206548427383,1.605132453563256,1.4618455276019262,2.728056106075768,0.4508165314866298
STP,-0.3554560797923818,-0.4197455631459101,-0.5698947230911574,-0.17902372906370032,-0.48043988534274534,-0.46836901807429404,-0.612870358452408,-0.19668570517495956
SUR,-0.3554560797923818,-0.4197455631459101,-0.36114769813369346,-0.10742718751182267,-0.5039860827280381,-0.46836901807429404,-0.4814664775092413,-0.19668570517495956
SVK,-0.09981604282794457,0.07646677170054117,-0.1348893243494736,-0.11403281513525323,-0.13435659465527258,-0.034567876859381313,-0.08848347208675732,-0.10498887741939178
SVN,0.3444327882238166,0.15888563553553456,0.9919016396868462,0.04833319772232978,0.7500509290347771,0.6698019380007458,1.1741431099685589,0.2659804977835962
SWE,0.6843353128945419,0.3094964618528046,0.25439428582048634,0.004040447484432375,1.1779624345145863,1.3113784499714234,0.7503184740287844,0.036551381665453846
SWZ,-0.32074908545532793,-0.4197455631459101,-0.5989089579758988,-0.17902372906370032,-0.5132163336015094,-0.46836901807429404,-0.6417061896898245,-0.19668570517495956
SYC,-0.3554560797923818,-0.4197455631459101,-0.20982579410576638,0.22506365020416336,-0.39897510473354697,-0.46836901807429404,-0.2550154327131666,-0.19668570517495956
TGO,-0.3484126444424339,-0.4197455631459101,-0.6380315124333188,-0.17902372906370032,-0.5468867382854846,-0.46836901807429404,-0.6731804368865195,-0.19668570517495956
THA,-0.32103056319096995,-0.375818308507258,-0.5599661928884873,-0.16694173958275424,-0.504191576445896,-0.44532763862471275,-0.583852041853329,-0.17870238142988673
TJK,-0.33892406899418903,-0.3506872327433675,-0.6030858460134814,-0.16997888335541553,-0.5270362945112097,-0.37781025924548756,-0.6426545060490705,-0.19226825182805182
TKM,-0.3540690952756625,-0.4197455631459101,-0.6263469302999187,-0.17902372906370032,-0.5558186164190264,-0.46836901807429404,-0.6638699138879177,-0.18964410238895058
TON,-0.3554560797923818,-0.4197455631459101,-0.5110978602629417,0.18768797687721095,-0.5616218603440593,-0.46836901807429404,-0.5544350276384428,0.1615143073459437
