Siruta,Localitate,CA_Totala
103238,Ghimpati,13652005.0
62280,Mircea Voda,2093838.0
119625,Stanceni,0.0
78668,Arcani,3626123.0
29519,Hidiselu De Sus,1105536.0
95060,Municipiul Iasi,328635982.0
111444,Cujmir,6409707.0
168791,Budesti,133356.0
21338,Beresti-Tazlau,1331423.0
54109,Socol,0.0
152412,Calmatuiu,10453976.0
86883,Ghelari,0.0
37734,Hlipiceni,2967066.0
70502,Oras Segarcea,243146321.0
177003,Nistoresti,0.0
144232,Barghis,1494881.0
160617,Jijila,27226617.0
119661,Suplac,131639.0
13169,Municipiul Pitesti,67129550.0
95088,Barnova,2223348.0
103283,Garbovi,1361448.0
127858,Oporelu,0.0
4981,Intregalde,0.0
78711,Baia De Fier,0.0
70520,Afumati,1329562.0
111480,Devesel,4860802.0
13187,Bascov,1631287.0
29573,Holod,2785570.0
160644,Jurilovca,3912843.0
45959,Catina,0.0
37770,Hudesti,1356070.0
103309,Gogosari,2143211.0
152467,Calmatuiu De Sus,4246530.0
54163,Sopotu Nou,0.0
62360,Oras Murfatlar,1512953.0
86936,Teliucu Inferior,0.0
127901,Optasi-Magura,0.0
78748,Balanesti,0.0
70566,Almaj,1250.0
136107,Valea Doftanei,1630006.0
21418,Berzunti,0.0
119723,Suseni,0.0
160680,Luncavita,6531212.0
144303,Blajel,0.0
168880,Bujoreni,3769914.0
95159,Holboca,2245286.0
152500,Cervenia,3264984.0
103354,Gostinu,1879198.0
62397,Oras Negru Voda,21701421.0
37823,Ibanesti,0.0
111550,Darvari,10378752.0
46019,Cernatesti,162515.0
127938,Orlea,319389.0
136134,Varbilau,82301.0
119750,Saulia,19293982.0
103372,Gostinari,0.0
21454,Barsanesti,88667587.0
86990,Municipiul Petrosani,734988.0
177101,Paltin,0.0
152528,Ciolanesti,7095780.0
160724,Mahmudia,12271742.0
37850,Leorda,1015071.0
13276,Bradu,7214117.0
29662,Husasau De Tinca,8188691.0
144349,Brateiu,27225544.0
111587,Dumbrava,0.0
62440,Nicolae Balcescu,77872449.0
70637,Amarastii De Jos,4846080.0
78828,Barbatesti,0.0
103407,Gradinari,5814248.0
127983,Osica De Sus,1899378.0
5103,Jidvei,156225790.0
13301,Oras Mioveni,0.0
152564,Contesti,9627410.0
119803,Sincai,0.0
144376,Bradeni,0.0
54270,Teregova,0.0
21506,Blagesti,963259.0
168960,Bunesti,0.0
136198,Valcanesti,0.0
152582,Cosmesti,0.0
95239,Rediu,94393.0
160779,Maliuc,13211189.0
70673,Amarastii De Sus,0.0
87059,Municipiul Lupeni,241923.0
103443,Gradistea,7114655.0
62486,Oltina,15005550.0
37912,Lunca,979291.0
78873,Bengesti-Ciocadia,1112702.0
144410,Bruiu,3078552.0
29724,Ineu,0.0
46108,Chiliile,775129.0
54305,Ticvaniu Mare,0.0
87077,Oras Petrila,410943.0
152617,Crangeni,1456018.0
5167,Livezile,0.0
103470,Greaca,2772508.0
119858,Taureni,0.0
136241,Cocorastii Colt,64829.0
13365,Maracineni,104791.0
128052,Perieti,1588885.0
21560,Bogdanesti,154703626.0
136250,Olari,4482778.0
95293,Tomesti,17166048.0
160831,Mihai Bravu,47638647.0
29760,Lazuri De Beius,70150.0
111685,Floresti,0.0
37958,Manoleasa,23550336.0
70726,Apele Vii,3586326.0
62538,Ostrov,45980386.0
144456,Chirpar,3337465.0
169039,Cernisoara,0.0
54350,Tarnova,0.0
78926,Berlesti,0.0
136269,Vadu Sapat,398389.0
13392,Oras Stefanesti,2080972.0
136278,Batrani,15355.0
152662,Crangu,1941542.0
177236,Paunesti,3529060.0
119894,Oras Ungheni,18430907.0
103513,Gruiu,2720633.0
70744,Argetoaia,197817.0
5210,Lopadea Noua,3720210.0
21597,Brusturoasa,0.0
87139,Oras Uricani,0.0
46180,Chiojdu,0.0
128105,Oras Piatra-Olt,976398.0
177263,Poiana Cristei,13800.0
160877,Mihail Kogalniceanu,45024968.0
54387,Toplet,0.0
29813,Lazareni,0.0
95355,Oras Harlau,16752474.0
144508,Carta,0.0
87175,Municipiul Vulcan,465632.0
54412,Turnu Ruieni,0.0
160911,Murighiol,13711151.0
103568,Gurbanesti,12827720.0
62609,Pantelimon,2959170.0
144535,Cartisoara,1013573.0
152724,Didesti,1141168.0
79004,Balteni,0.0
169119,Caineni,0.0
95391,Municipiul Pascani,35107254.0
21668,Buhoci,60520.0
111783,Garla Mare,0.0
119974,Valea Larga,0.0
46251,Cilibia,19677521.0
144553,Darlos,1227074.0
38063,Mihai Eminescu,13085921.0
13490,Municipiul Campulung,311408.0
87219,Oras Aninoasa,0.0
128178,Parscoveni,0.0
152760,Dobrotesti,907363.0
5309,Lunca Muresului,1302623.0
177352,Pufesti,2127872.0
111818,Godeanu,0.0
29902,Lugasu De Jos,140701.0
87246,Banita,0.0
62672,Pecineaga,31938300.0
13524,Valea Mare Pravat,101893.0
54485,Valiug,0.0
144599,Gura Raului,0.0
103639,Hotarele,3996324.0
5336,Lupsa,0.0
21720,Casin,16597703.0
128221,Plesoiu,594903.0
169182,Copaceni,367916.0
70879,Oras Bechet,0.0
152797,Dracsenei,329154.0
160993,Nalbant,3676436.0
54500,Varadia,519461.0
79077,Bolbosi,0.0
144615,Hoghilag,0.0
46313,Cislau,0.0
95471,Oras Targu Frumos,55636573.0
70897,Bistret,51923541.0
62707,Pestera,24101732.0
111863,Gogosu,6430409.0
87291,Municipiul Brad,1600.0
29948,Lunca,0.0
21757,Caiuti,0.0
177405,Racoasa,39875.0
54537,Vermes,0.0
144651,Iacobeni,2200078.0
161035,Niculitel,3124299.0
95499,Ion Neculce,74180908.0
103693,Iepuresti,5328026.0
120076,Vargata,0.0
38161,Mihaileni,1157469.0
70940,Barca,6444864.0
161053,Nufaru,310608.0
136483,Municipiul Satu Mare,178843582.0
152868,Draganesti De Vede,6211951.0
169253,Costesti,3290.0
46377,Cochirleanca,1782062.0
62761,Poarta Alba,6658360.0
128301,Poboru,2641747.0
54573,Vrani,486263.0
111916,Greci,274691.0
79157,Borascu,12227715.0
13622,Municipiul Curtea De Arges,413364.0
70968,Botosesti-Paia,0.0
30014,Madaras,16630062.0
177469,Reghiu,761414.0
87362,Criscior,40.0
152902,Draganesti-Vlasca,60729500.0
70986,Brabova,849703.0
120138,Vatava,0.0
144713,Jina,0.0
136526,Municipiul Carei,46741137.0
62798,Rasova,2451355.0
161106,Ostrov,4095449.0
103764,Ileana,36742569.0
169306,Creteni,260404.0
54617,Zavoi,0.0
144731,Laslea,309664.0
21855,Cleja,57193.0
38241,Mihalaseni,660168.0
13668,Oras Costesti,58451872.0
46439,Colti,1899934.0
62823,Saraiu,9015627.0
136553,Capleni,0.0
120174,Vetca,3375.0
161133,Pardina,0.0
111989,Grozesti,0.0
30069,Magesti,0.0
152948,Furculesti,18847065.0
128374,Oras Potcoava,309074.0
95612,Alexandru I. Cuza,0.0
161151,Peceneaga,9954582.0
87424,Oras Calan,1463914.0
21891,Colonesti,0.0
79237,Branesti,0.0
169351,Daesti,365858.0
71055,Bradesti,7894774.0
46484,Costesti,4754077.0
136599,Oras Negresti-Oas,23145709.0
177557,Ruginesti,225198.0
144795,Loamnes,586116.0
161179,Sarichioi,24888953.0
120218,Viisoara,0.0
62878,Sacele,6129919.0
112030,Gruia,1147753.0
152993,Frumoasa,2823850.0
54699,Zorlentu Mare,349140.0
38321,Mileanca,255978.0
95667,Andrieseni,23328482.0
128436,Priseaca,233804.0
62903,Seimeni,305754.0
103862,Ion Roata,731639.0
13757,Oras Topoloveni,496480.0
169404,Danicei,669615.0
120254,Vanatori,486403.0
136642,Oras Tasnad,306262934.0
153026,Galateni,8373670.0
177600,Sihlea,5838074.0
30149,Nojorid,21016224.0
5577,Metes,0.0
79308,Oras Bumbesti-Jiu,9349108.0
112076,Hinova,0.0
161231,Sfantu Gheorghe,0.0
21971,Corbasca,0.0
71126,Bralostita,0.0
128472,Radomiresti,19003762.0
46554,Cozieni,0.0
103899,Izvoarele,8555431.0
144866,Ludos,0.0
153062,Gratia,0.0
62949,Silistea,733440.0
38376,Mitoc,0.0
161259,Slava Cercheza,1287926.0
177655,Slobozia Bradului,91603.0
13819,Albestii De Arges,414713.0
120316,Voivodeni,222808.0
144893,Marpod,9479549.0
112129,Husnicioara,259710.0
95747,Aroneanu,2958894.0
79362,Bumbesti-Pitic,0.0
161286,Smardan,5931143.0
62985,Targusor,203883.0
136713,Acas,3348175.0
128524,Redea,17410189.0
153106,Izvoarele,3190772.0
161302,Somova,4756710.0
30229,Olcea,1111389.0
120343,Zagar,0.0
87576,Oras Hateg,1705753.0
103960,Jilavele,2518554.0
71199,Bratovoesti,610320.0
144928,Oras Miercurea Sibiului,2377875.0
153124,Lisa,10919629.0
22059,Cotofanesti,0.0
79406,Bustuchin,0.0
95792,Baltati,4109227.0
128560,Rotunda,663248.0
120370,Zau De Campie,3738856.0
38456,Nicseni,56477.0
103997,Joita,1164324.0
177726,Slobozia Ciorasti,62024682.0
153151,Lunca,0.0
30274,Osorhei,6119926.0
136768,Andrid,9518706.0
13891,Albestii De Muscel,378402.0
5700,Mihalt,433449.0
63045,Topalu,1746811.0
144964,Merghindeal,0.0
161348,Stejaru,48090279.0
169547,Dragoesti,387616.0
128588,Rusanesti,13938258.0
87638,Municipiul Orastie,2440191.0
38492,Paltinis,1864093.0
71260,Breasta,402926.0
144991,Micasasa,0.0
22111,Damienesti,4585141.0
63072,Topraisar,21025400.0
136802,Apa,0.0
177762,Soveja,0.0
128613,Scarisoara,1910915.0
161384,Topolog,11375831.0
169583,Fauresti,0.0
104047,Letca Noua,2266361.0
13935,Albota,1596377.0
87665,Oras Simeria,159089.0
112245,Eselnita,0.0
153204,Mavrodin,4040129.0
5755,Miraslau,0.0
30336,Pietroasa,0.0
95872,Belcesti,24258978.0
177799,Straoane,301873.0
112263,Ilovat,0.0
79497,Capreni,0.0
38544,Pomarla,0.0
145042,Mihaileni,0.0
104083,Luica,0.0
128659,Schitu,290791.0
136848,Oras Ardud,117639763.0
63125,Valu Lui Traian,46662414.0
22166,Oras Darmanesti,0.0
153240,Magura,11088948.0
120478,Chibed,13650.0
120487,Corunca,29303.0
71340,Bulzesti,835452.0
13999,Aninoasa,0.0
63152,Lumina,34957669.0
177842,Suraia,1127437.0
46769,Galbinasi,4993719.0
120496,Sarateni,31854.0
38580,Prajeni,0.0
104118,Mihai Bravu,2272235.0
120502,Madaras,0.0
63161,Dumbraveni,253001.0
161464,Turcoaia,2446051.0
120511,Bereni,0.0
54975,Municipiul Cluj-Napoca,64648890.0
153277,Maldaeni,4310490.0
87745,Baia De Cris,7980.0
5826,Mogos,0.0
63170,Vulturu,21892672.0
95943,Bivolari,107199559.0
128711,Oras Scornicesti,20055106.0
161482,Valea Nucarilor,8215496.0
104136,Oras Mihailesti,59594896.0
153295,Mereni,5852668.0
112334,Ilovita,0.0
30416,Pocola,0.0
145104,Mosna,470519.0
46803,Gheraseni,13946078.0
169681,Fartatesti,14441.0
63189,Tortoman,8163319.0
136919,Batarci,0.0
177879,Tanasoaia,222098.0
22237,Dealu Morii,2179803.0
63198,Amzacea,9443325.0
55008,Municipiul Dej,6393454.0
79585,Catunele,0.0
14049,Arefu,0.0
38633,Radauti-Prut,7036966.0
46830,Ghergheasa,5215001.0
112370,Isverna,0.0
104181,Manastirea,3086333.0
145140,Nocrich,0.0
161525,I.c.bratianu,0.0
153339,Marzanesti,17840833.0
96003,Ungheni,0.0
14085,Babana,0.0
161543,Vacareni,2818141.0
30470,Pomezeu,16377.0
136964,Beltiug,3782638.0
161552,Bestepe,2332677.0
46867,Glodeanu Sarat,6128949.0
55062,Cuzdrioara,63148.0
38679,Rauseni,1484731.0
161561,Valea Teilor,1097891.0
71457,Calopar,1705577.0
104225,Marsa,674786.0
87843,Balsa,0.0
79656,Ciuperceni,0.0
153384,Mosteni,286941.0
63278,Horia,18947881.0
145202,Orlat,0.0
104243,Moara Vlasiei,8418113.0
63286,Costinesti,1818737.0
153400,Nasturelu,4823637.0
96058,Braesti,337088.0
46910,Glodeanu-Silistea,64154485.0
63294,Baraganu,8481105.0
177986,Tataranu,13428185.0
55106,Jichisu De Jos,0.0
63300,Cuza Voda,433919.0
145220,Pauca,812381.0
137032,Berveni,723832.0
38731,Ripiceni,11693246.0
104270,Movilita,157617.0
112469,Izvoru Barzii,0.0
14165,Baiculesti,27804215.0
63318,Saligny,127216.0
63326,Gradina,112046.0
71518,Caraula,0.0
153437,Necsesti,0.0
128864,Seaca,0.0
63334,Fantanele,3239246.0
30568,Popesti,40818.0
22380,Dofteana,0.0
96110,Butea,15271413.0
137069,Bixad,173944.0
71536,Carpen,0.0
128882,Samburesti,0.0
55160,Mica,95841.0
79736,Calnic,0.0
145275,Poiana Sibiului,0.0
178046,Tamboesti,238772.0
104323,Nana,5143991.0
153473,Olteni,0.0
137103,Barsau,0.0
145293,Porumbacu De Jos,0.0
96147,Ceplenita,0.0
104341,Nicolae Balcescu,3045617.0
71572,Castranova,1294666.0
120726,Municipiul Piatra-Neamt,59510877.0
38811,Roma,2217980.0
47006,Grebanu,0.0
6048,Noslac,94837.0
153507,Orbeasca,11951350.0
63394,Municipiul Sfantu Gheorghe,16282687.0
112548,Jiana,0.0
137130,Bogdand,1145619.0
169896,Francesti,215847944.0
71607,Calarasi,673573.0
30648,Rabagani,0.0
22460,Faraoani,1279124.0
87996,Baru,0.0
14272,Balilesti,0.0
38848,Romanesti,4718753.0
96192,Ciortesti,17220.0
104387,Niculesti,1413864.0
120771,Dumbrava Rosie,7797165.0
128962,Spineni,187673.0
153543,Peretu,11626844.0
178117,Tulnici,0.0
145355,Racovita,0.0
71634,Celaru,1469424.0
63447,Oras Baraolt,301839.0
22488,Filipeni,0.0
112600,Livezile,336382.0
55259,Municipiul Turda,13010162.0
79834,Crasna,3000.0
153561,Piatra,2483250.0
137185,Botiz,5834871.0
104421,Nuci,6206001.0
145382,Rau Sadului,0.0
6119,Ocolis,0.0
47079,Gura Teghii,0.0
38893,Santa Mare,8871.0
55277,Mihai Viteazu,85943216.0
88047,Bacia,2317782.0
153589,Pietrosani,3048273.0
120824,Savinesti,8966095.0
30719,Remetea,0.0
96254,Ciurea,6131946.0
161794,Municipiul Barlad,80373208.0
145408,Rosia,63767.0
178180,Tifesti,14061052.0
153605,Plosca,1254306.0
169994,Galicea,197247.0
55311,Sandulesti,22000.0
137229,Calinesti-Oas,0.0
14352,Beleti-Negresti,0.0
129040,Sprancenata,2999883.0
71698,Cerat,804846.0
6164,Ohaba,0.0
153623,Plopii-Slavitesti,3740427.0
112664,Malovat,0.0
88092,Baita,68876.0
120860,Municipiul Roman,76971142.0
104485,Ogrezeni,321520.0
63526,Oras Covasna,17169502.0
161829,Municipiul Husi,49081680.0
71723,Cernatesti,249998.0
22576,Filipesti,10087601.0
30773,Rieni,0.0
47159,Largu,167436.0
137274,Camarzana,0.0
120888,Cordun,5239740.0
55357,Municipiul Campia Turzii,10479045.0
79932,Cruset,0.0
145471,Sadu,114103.0
63553,Comandau,0.0
161856,Oras Negresti,5447531.0
14405,Berevoesti,0.0
38982,Suharau,918329.0
104519,Oinacu,4677435.0
129095,Stoenesti,3767069.0
6217,Pianu,21211848.0
137292,Cauas,151809.0
96334,Coarnele Caprei,0.0
47186,Lopatari,0.0
129111,Stoicanesti,4624018.0
55384,Municipiul Gherla,4368946.0
145499,Oras Saliste,223066.0
120922,Horia,27799770.0
63580,Oras Intorsura Buzaului,0.0
153696,Poeni,848743.0
104546,Peris,1603582.0
178279,Urechesti,774793.0
112744,Obarsia De Camp,0.0
71787,Cetate,9019484.0
14450,Barla,51867609.0
129139,Strejesti,18674723.0
96370,Comarna,133531.0
170097,Ghioroiu,0.0
30844,Rosia,0.0
6271,Poiana Vadului,0.0
112771,Oprisor,0.0
71812,Cioroiasi,852284.0
104582,Petrachioaia,27860010.0
22665,Gaiceana,335588.0
120968,Oras Bicaz,0.0
39051,Sulita,3519841.0
178313,Valea Sarii,0.0
63633,Barcani,0.0
137363,Cehal,16900.0
55446,Oras Huedin,3963.0
30871,Sacadat,0.0
88216,Batrana,0.0
161945,Municipiul Vaslui,481339657.0
129184,Studina,4749866.0
96423,Costuleni,0.0
112806,Padina,111300.0
80043,Danciulesti,0.0
55473,Aghiresu,35763.0
153776,Vitanesti,5668783.0
71858,Ciupercenii Noi,1315584.0
104635,Plataresti,0.0
170168,Glavile,0.0
137407,Certeze,0.0
22718,Ghimes-Faget,453656.0
145603,Slimnic,953588.0
30915,Oras Sacueni,33366517.0
47300,Luciu,374483.0
88261,Beriu,4121501.0
63688,Sita Buzaului,0.0
178377,Vidra,14320.0
71885,Cosoveni,53398897.0
39122,Sendriceni,903807.0
162014,Albesti,2200894.0
121055,Oras Targu Neamt,1143237.0
96478,Cotnari,1499834.0
129246,Serbanesti,29944860.0
137443,Craidorolt,17233789.0
71910,Cotofenii Din Dos,5861330.0
153829,Putineiu,30041563.0
47337,Magura,0.0
104680,Prundu,18238810.0
112879,Patulele,0.0
170220,Golesti,0.0
14584,Bogati,34700.0
80123,Danesti,0.0
63740,Municipiul Targu Secuiesc,24225106.0
6397,Ponor,532180.0
22781,Garleni,0.0
39168,Oras Stefanesti,4102457.0
145667,Seica Mare,226788.0
129282,Stefan Cel Mare,869971.0
112904,Dubova,0.0
104715,Putineiu,41335378.0
153865,Radoiesti,5688148.0
30988,Salacea,8443425.0
47373,Maracineni,2034290.0
71956,Daneti,0.0
121108,Agapia,0.0
162069,Alexandru Vlahuta,0.0
88350,Blajeni,0.0
63777,Aita Mare,0.0
137504,Crucisor,122164.0
31011,Salard,2768777.0
129317,Tatulesti,0.0
178475,Vintileasca,0.0
55598,Aiton,1889767.0
104751,Radovanu,3414651.0
22834,Glavanesti,1396918.0
39220,Stiubieni,0.0
153909,Rasmiresti,917964.0
47417,Margaritesti,0.0
63802,Batani,0.0
112959,Podeni,0.0
121153,Bahna,6702223.0
6468,Posaga,292359.0
72007,Oras Dabuleni,1357162.0
137540,Culciu,5653254.0
55623,Alunis,0.0
145738,Seica Mica,5597228.0
96593,Cozmesti,0.0
14673,Boteni,11201.0
31057,Sambata,0.0
153936,Salcia,38941640.0
104788,Rasuceni,11429186.0
47453,Merei,38193093.0
39266,Todireni,2665592.0
112995,Ponoarele,0.0
72034,Desa,0.0
129380,Teslui,84695.0
145765,Sura Mare,107790.0
162149,Arsura,115882.0
170346,Gradistea,0.0
22898,Helegiu,0.0
178545,Vizantea-Livezi,425485.0
72052,Diosti,1765281.0
153972,Saceni,991033.0
80249,Dragotesti,0.0
63866,Belin,9191.0
96637,Cristesti,0.0
104831,Roata De Jos,7993536.0
88449,Bosorod,46500.0
145792,Sura Mica,8010.0
14726,Botesti,0.0
55687,Apahida,14786567.0
137611,Doba,2003507.0
162194,Banca,3118787.0
6547,Radesti,1318410.0
63893,Bodoc,0.0
31128,Sarbi,116668.0
96664,Cucuteni,0.0
121242,Baltatesti,414169.0
80285,Farcasesti,0.0
22941,Horgesti,766625.0
154013,Scrioastea,615259.0
39328,Trusesti,2974503.0
14753,Bradulet,0.0
145827,Oras Talmaciu,106590.0
72098,Dobresti,1954020.0
178607,Vanatori,1103997.0
129460,Tia Mare,4040342.0
104886,Sarulesti,20268566.0
6592,Rametea,114767.0
63937,Borosneu Mare,168395.0
137675,Dorolt,643558.0
96717,Dagata,0.0
170444,Gusoeni,126240.0
121297,Bicaz-Chei,0.0
154068,Scurtu Mare,11964528.0
72150,Dragotesti,38001.0
47578,Mihailesti,1315069.0
129503,Topana,0.0
39391,Tudora,65420.0
55776,Aschileu,0.0
6627,Ramet,0.0
88546,Branisca,677371.0
31208,Spinus,0.0
80365,Glogova,0.0
145907,Tilisca,0.0
39417,Ungureni,13767389.0
121340,Bicazu Ardelean,0.0
113153,Poroina Mare,290419.0
137728,Foieni,2627915.0
14851,Budeasa,5535318.0
178689,Vartescoiu,3814501.0
64005,Brates,0.0
23047,Huruiesti,0.0
145934,Turnu Rosu,0.0
47630,Manzalesti,0.0
104975,Schitu,333634.0
137746,Gherta Mica,0.0
170514,Ionesti,73535.0
162327,Bacani,400206.0
154139,Seaca,236058.0
72221,Dranic,20168701.0
31262,Suplacu De Barcau,0.0
55838,Baciu,3230157.0
129567,Traian,0.0
137764,Halmeu,474807.0
64041,Bradut,269582.0
80427,Godinesti,4935.0
121386,Bira,2706801.0
145961,Valea Viilor,0.0
96815,Deleni,5398831.0
129585,Tufeni,38606347.0
154166,Sfintesti,479638.0
113206,Pristol,3851628.0
178750,Vrancioaia,0.0
105026,Sinesti,17539727.0
88644,Bretea Romana,180332.0
14922,Bughea De Jos,0.0
154184,Segarcea-Vale,7618718.0
145998,Vurpar,0.0
162381,Bacesti,0.0
113233,Prunisor,4578.0
72276,Farcas,0.0
23127,Izvoru Berheciului,0.0
14940,Buzoesti,11723895.0
129629,Urzica,0.0
146012,Alma,0.0
64096,Bretcu,0.0
31333,Simian,2757040.0
146021,Boita,0.0
6761,Rosia Montana,0.0
39532,Unteni,202271.0
55918,Baisoara,980717.0
137844,Hodod,78310.0
154228,Silistea,64449.0
170612,Lalosu,0.0
96888,Dobrovat,0.0
129656,Valea Mare,484025.0
80506,Hurezani,111265.0
121466,Bargauani,22182460.0
64130,Catalina,1089631.0
178821,Vulturu,9638888.0
96904,Dolhesti,183967.0
31379,Sinteu,0.0
105106,Singureni,2465587.0
162452,Balteni,0.0
47774,Movila Banului,7658252.0
23207,Lipova,6214.0
154282,Silistea-Gumesti,3178971.0
137899,Homoroade,0.0
96940,Dumesti,47471.0
80560,Ionesti,0.0
105142,Slobozia Moara,4907938.0
129718,Vadastra,2330271.0
39612,Vaculesti,68881.0
31422,Soimi,738183.0
72383,Galicea Mare,3901133.0
170685,Ladesti,0.0
162498,Berezeni,4533404.0
64194,Cernat,18254003.0
154308,Sarbeni,46535.0
178885,Negrilesti,0.0
105160,Snagov,6940995.0
47818,Murgesti,0.0
178894,Ploscuteni,8402.0
56014,Belis,0.0
129745,Vadastrita,0.0
88788,Buces,0.0
178901,Popesti,0.0
15064,Caldararu,5648863.0
72409,Ghercesti,713021.0
178910,Paulesti,0.0
129763,Valeni,4703262.0
80613,Jupanesti,0.0
39658,Viisoara,0.0
137960,Lazuri,3561728.0
154344,Slobozia Mandra,0.0
47854,Naeni,946143.0
64238,Chichis,1768.0
97009,Erbiceni,9510952.0
113395,Punghina,0.0
178929,Biliesti,436199.0
178938,Gologanu,11362176.0
23289,Livezi,306000.0
162559,Blagesti,0.0
178947,Obrejita,388431.0
15108,Calinesti,2745.0
121607,Bodesti,1236819.0
105222,Sohatu,2967208.0
64265,Dobarlau,16072.0
39694,Varfu Campului,1696354.0
72463,Gighera,6070548.0
154380,Smardioasa,5314209.0
178956,Rastoaca,100.0
6930,Rosia De Secas,0.0
31510,Suncuius,0.0
178965,Spulber,0.0
129816,Verguleasa,180268.0
56096,Bobalna,1207281.0
162595,Bogdana,15753.0
80677,Lelesti,98893.0
88868,Bucuresci,0.0
97063,Focuri,3895000.0
105259,Spantov,352285.0
170792,Lapusata,0.0
47916,Oras Nehoiu,12379.0
154415,Stejaru,7274420.0
121652,Borca,156525.0
138039,Oras Livada,15276843.0
23350,Luizi-Calugara,1757715.0
39738,Vladeni,0.0
72506,Giubega,1569295.0
113466,Rogova,265884.0
64318,Ghelinta,0.0
6976,Salciua,0.0
97090,Golaiesti,1218424.0
80711,Licurici,0.0
31565,Tarcea,14991499.0
105295,Stanesti,8048664.0
72533,Giurgita,6202494.0
113493,Salcia,0.0
146263,Municipiul Suceava,25618249.0
64345,Ghidfalau,4123501.0
88920,Bulzestii De Sus,0.0
23387,Magiresti,0.0
154460,Suhaia,0.0
138084,Mediesu Aurit,7751864.0
129898,Visina,17657950.0
146281,Ipotesti,1829422.0
113518,Stangaceaua,0.0
39792,Vlasinesti,9068597.0
31609,Tarcaia,0.0
170872,Livezi,0.0
129914,Vitomiresti,0.0
80766,Logresti,0.0
15233,Cateasca,694098.0
72579,Gangiova,2523007.0
154497,Storobaneasa,3594708.0
7044,Salistea,199027.0
105348,Stoenesti,2501506.0
121732,Borlesti,25900.0
64390,Haghig,794430.0
162693,Bogdanesti,327651.0
56210,Bontida,90849.0
48021,Odaile,0.0
146325,Mitocu Dragomirnei,0.0
23449,Manastirea Casin,0.0
154521,Talpa,1141889.0
39836,Vorniceni,79972.0
72604,Gogosu,0.0
97189,Gorban,3478972.0
31654,Tauteu,1632022.0
105384,Soldanu,7259314.0
64425,Ilieni,0.0
138164,Micula,276595.0
7099,Sasciori,417784.0
179132,Municipiul Bucuresti,2881519752.0
39872,Vorona,3299620.0
146370,Oras Salcea,2936968.0
72640,Goicea,160496.0
129987,Valcele,0.0
89026,Bunila,0.0
121796,Botesti,1540553.0
23494,Motoseni,3847990.0
113607,Svinita,0.0
56265,Borsa,568550.0
105419,Stefanestii De Jos,2597712.0
170952,Lungesti,0.0
64461,Lemnia,0.0
80846,Matasari,0.0
15313,Cepari,240.0
97241,Grajduri,0.0
113625,Sisesti,0.0
154585,Tatarastii De Jos,1179144.0
138208,Moftin,4316980.0
31716,Tileagd,262304.0
72677,Goiesti,284470.0
162791,Bogdanita,98815.0
130026,Vladila,6633977.0
105455,Tamadau Mare,1800272.0
64504,Malnas,0.0
89080,Burjuc,0.0
146432,Scheia,5071632.0
39942,Lozna,0.0
56327,Buza,0.0
48138,Padina,15308254.0
80908,Musetesti,16439.0
130062,Voineasa,0.0
171021,Malaia,0.0
121876,Bozieni,425763.0
39959,Dimacheni,0.0
179221,Oras Bragadiru,0.0
7197,Scarisoara,0.0
39967,Candesti,425402.0
56354,Caianu,108609.0
113698,Sovarna,11531847.0
48165,Pardosi,0.0
39975,Cosula,0.0
97321,Gropnita,628767.0
15402,Cetateni,1475903.0
138280,Odoreu,16115516.0
154665,Tatarastii De Sus,1638108.0
31789,Tinca,1494749.0
39983,Blandesti,0.0
179249,Chiajna,9959084.0
162871,Botesti,560295.0
64568,Moacsa,0.0
171067,Mateesti,0.0
89151,Cerbal,0.0
105534,Tartasesti,22978615.0
146502,Municipiul Campulung Moldovenesc,1139086.0
113732,Tamna,0.0
130124,Vulpeni,14808.0
121938,Brusturi,0.0
80980,Negomir,0.0
154709,Toporu,7145495.0
179285,Oras Chitila,3537623.0
15448,Cicanesti,0.0
64602,Ojdula,0.0
23644,Negri,853236.0
171101,Maciuca,0.0
31841,Tulca,1529268.0
40035,Adaseni,0.0
48227,Panatau,528961.0
105570,Tunari,15052622.0
56425,Calarasi,0.0
146539,Municipiul Falticeni,4206335.0
179310,Dobroesti,15383606.0
138351,Orasu Nou,0.0
162924,Bunesti-Averesti,3674341.0
72819,Grecesti,9386293.0
154736,Traian,0.0
97394,Grozesti,1417196.0
64639,Ozun,1129165.0
154754,Trivalea-Mosteni,591426.0
105605,Ulmeni,91408145.0
15493,Ciofrangeni,19980.0
31878,Tetchea,61075.0
56461,Calatele,0.0
179347,Glina,2429809.0
105623,Ulmi,698250.0
89240,Certeju De Sus,1985694.0
146584,Oras Gura Humorului,240416.0
97438,Halaucesti,1676464.0
23715,Nicolae Balcescu,1094793.0
154790,Troianul,478702.0
122025,Ceahlau,0.0
31921,Uileacu De Beius,0.0
72882,Izvoare,71072.0
7348,Sancel,138933.0
179383,Jilava,10553191.0
130231,Vulturesti,0.0
97465,Helesteni,3254232.0
113849,Vanatori,0.0
163002,Codaesti,1672800.0
138431,Paulesti,15999678.0
15554,Ciomagesti,0.0
48325,Oras Patarlagele,0.0
81095,Pades,215776.0
146628,Municipiul Radauti,14646790.0
56522,Camarasu,295698.0
171209,Madulari,159009.0
122061,Candesti,0.0
64719,Poian,0.0
154834,Tiganesti,54155014.0
179409,Oras Magurele,46866429.0
7384,Santimbru,3284702.0
