Siruta,Localitate,PlanteNep_PlanteInm
46108,Chiliile,0.0
54305,Ticvaniu Mare,0.0
87077,Oras Petrila,0.0
152617,Crangeni,0.0
5167,Livezile,0.0
144599,Gura Raului,0.0
179944,Runcu Salvei,0.0
145293,Porumbacu De Jos,0.0
171209,Madulari,0.0
56461,Calatele,0.0
179347,Glina,0.0
105623,Ulmi,0.0
89240,Certeju De Sus,0.0
146584,Oras Gura Humorului,0.0
97438,Halaucesti,0.0
48922,Racoviteni,0.0
154790,Troianul,0.0
122025,Ceahlau,0.0
31921,Uileacu De Beius,0.0
72882,Izvoare,0.0
7348,Sancel,0.0
179383,Jilava,0.0
130231,Vulturesti,0.0
97465,Helesteni,0.0
113849,Vanatori,0.0
163002,Codaesti,0.0
15554,Ciomagesti,0.0
48325,Oras Patarlagele,0.0
31878,Tetchea,0.0
171806,Olanu,0.0
15493,Ciofrangeni,0.0
105570,Tunari,0.0
179285,Oras Chitila,0.0
15448,Cicanesti,0.0
64602,Ojdula,0.0
23644,Negri,0.0
171101,Maciuca,0.0
31841,Tulca,0.0
40035,Adaseni,0.0
48227,Panatau,0.0
56425,Calarasi,0.0
105605,Ulmeni,0.0
73503,Orodel,0.0
138351,Orasu Nou,0.0
179999,Moldoveni,0.0
72819,Grecesti,0.0
154736,Traian,0.0
97394,Grozesti,0.0
64639,Ozun,0.0
154754,Trivalea-Mosteni,0.0
56522,Camarasu,0.0
122061,Candesti,0.0
130847,Paulesti,0.0
64719,Poian,0.0
113929,Vladaia,0.0
171272,Maldaresti,0.0
16132,Cuca,0.0
97553,Ipatele,0.0
130320,Gradinile,0.0
72980,Macesu De Jos,0.0
122132,Costisa,0.0
7446,Sohodol,0.0
40214,Oras Ghimbav,0.0
146708,Oras Solca,0.0
32027,Oras Valea Lui Mihai,0.0
154914,Viisoara,0.0
81184,Pestisani,0.0
130339,Gura Padinii,0.0
15652,Cocu,0.0
138538,Pir,0.0
32045,Viisoara,0.0
130348,Ipotesti,0.0
40241,Municipiul Codlea,0.0
138501,Petresti,0.0
130311,Ghimpeteni,0.0
147205,Breaza,0.0
97517,Horlesti,0.0
154834,Tiganesti,0.0
24338,Parjol,0.0
7384,Santimbru,0.0
146655,Oras Siret,0.0
72926,Leu,0.0
154852,Vedea,0.0
113894,Vanjulet,0.0
31976,Vadu Crisului,0.0
130286,Balteni,0.0
89348,Densus,0.0
179980,Marculesti,0.0
163057,Coroiesti,0.0
23797,Oituz,0.0
130295,Calui,0.0
56568,Capusu Mare,0.0
130302,Gavanesti,0.0
64773,Reci,0.0
7945,Spring,0.0
154709,Toporu,0.0
80980,Negomir,0.0
73013,Macesu De Sus,0.0
170952,Lungesti,0.0
154521,Talpa,0.0
39836,Vorniceni,0.0
72604,Gogosu,0.0
97189,Gorban,0.0
31654,Tauteu,0.0
147241,Brodina,0.0
64425,Ilieni,0.0
138164,Micula,0.0
7099,Sasciori,0.0
180000,Platonesti,0.0
39872,Vorona,0.0
146370,Oras Salcea,0.0
72640,Goicea,0.0
129987,Valcele,0.0
89026,Bunila,0.0
121796,Botesti,0.0
23494,Motoseni,0.0
113607,Svinita,0.0
56265,Borsa,0.0
23449,Manastirea Casin,0.0
146325,Mitocu Dragomirnei,0.0
48021,Odaile,0.0
170872,Livezi,0.0
23387,Magiresti,0.0
154460,Suhaia,0.0
138084,Mediesu Aurit,0.0
129898,Visina,0.0
146281,Ipotesti,0.0
113518,Stangaceaua,0.0
39792,Vlasinesti,0.0
31609,Tarcaia,0.0
129914,Vitomiresti,0.0
56210,Bontida,0.0
80766,Logresti,0.0
15233,Cateasca,0.0
72579,Gangiova,0.0
154497,Storobaneasa,0.0
7044,Salistea,0.0
105348,Stoenesti,0.0
64390,Haghig,0.0
162693,Bogdanesti,0.0
105419,Stefanestii De Jos,0.0
64461,Lemnia,0.0
121938,Brusturi,0.0
80846,Matasari,0.0
7197,Scarisoara,0.0
39967,Candesti,0.0
56354,Caianu,0.0
113698,Sovarna,0.0
48165,Pardosi,0.0
39975,Cosula,0.0
97321,Gropnita,0.0
15402,Cetateni,0.0
138280,Odoreu,0.0
154665,Tatarastii De Sus,0.0
31789,Tinca,0.0
39983,Blandesti,0.0
32544,Oras Nasaud,0.0
64568,Moacsa,0.0
171067,Mateesti,0.0
89151,Cerbal,0.0
105534,Tartasesti,0.0
113732,Tamna,0.0
130124,Vulpeni,0.0
179221,Oras Bragadiru,0.0
39959,Dimacheni,0.0
121876,Bozieni,0.0
105455,Tamadau Mare,0.0
97241,Grajduri,0.0
113625,Sisesti,0.0
154585,Tatarastii De Jos,0.0
138208,Moftin,0.0
31716,Tileagd,0.0
72677,Goiesti,0.0
162791,Bogdanita,0.0
130026,Vladila,0.0
163618,Dranceni,0.0
171021,Malaia,0.0
64504,Malnas,0.0
89080,Burjuc,0.0
146432,Scheia,0.0
39942,Lozna,0.0
56327,Buza,0.0
48138,Padina,0.0
80908,Musetesti,0.0
130062,Voineasa,0.0
105776,Valea Dragului,0.0
130357,Osica De Jos,0.0
96147,Ceplenita,0.0
179962,Galbinasi,0.0
179775,Sabareni,0.0
179784,Boranesti,0.0
65099,Valea Mare,0.0
40526,Apata,0.0
65105,Mereni,0.0
81656,Samarinesti,0.0
97875,Mironeasa,0.0
179793,Buesti,0.0
89687,Gurasada,0.0
7767,Stremt,0.0
81497,Rosia De Amaradia,0.0
65113,Arcus,0.0
179800,Maia,0.0
122463,Dulcesti,0.0
147036,Bilca,0.0
40544,Beclean,0.0
65121,Bixad,0.0
73317,Marsani,0.0
48744,Oras Pogoanele,0.0
130614,Berceni,0.0
179766,Isvoarele,0.0
163379,Delesti,0.0
24089,Parincea,0.0
179720,Poiana Ilvei,0.0
155145,Saelele,0.0
138770,Sacaseni,0.0
155154,Uda-Clocociov,0.0
40465,Oras Victoria,0.0
171539,Muereasca,0.0
97811,Mircesti,0.0
65048,Zabala,0.0
179739,Malu,0.0
146995,Balcauti,0.0
122392,Dragomiresti,0.0
15901,Cosesti,0.0
73246,Mischii,0.0
40704,Bunesti,0.0
179748,Cosoba,0.0
57083,Chiuiesti,0.0
40492,Oras Zarnesti,0.0
179757,Herasti,0.0
179819,Ograda,0.0
147054,Bogdanesti,0.0
155136,Purani,0.0
171628,Nicolae Balcescu,0.0
179873,Agris,0.0
179882,Ciumesti,0.0
81576,Runcu,0.0
114417,Sangeorgiu De Mures,0.0
40688,Budila,0.0
179891,Raciu,0.0
122551,Farcasa,0.0
7865,Sona,0.0
147134,Bosanci,0.0
179908,Pietrari,0.0
89801,Harau,0.0
48842,Puiesti,0.0
179917,Rau Alb,0.0
114382,Sancraiu De Mures,0.0
24276,Pargaresti,0.0
179926,Rascaeti,0.0
147161,Botosana,0.0
179935,Persinari,0.0
130785,Bucov,0.0
40606,Bod,0.0
163486,Dragomiresti,0.0
155289,Ghiroda,0.0
97919,Miroslava,0.0
15983,Cotmeana,0.0
65139,Micfalau,0.0
73460,Negoi,0.0
179828,Rosiori,0.0
130678,Blejoi,0.0
138869,Socond,0.0
24187,Pancesti,0.0
65147,Dalnic,0.0
179837,Coas,0.0
179864,Oncesti,0.0
7810,Sibot,0.0
65154,Estelnic,0.0
147072,Boroaia,0.0
122613,Faurei,0.0
179846,Coltau,0.0
179855,Gardani,0.0
130712,Brazi,0.0
73371,Murgasi,0.0
81415,Prigoria,0.0
163324,Deleni,0.0
154932,Vartoape,0.0
179622,Grosii Tiblesului,0.0
73068,Malu Mare,0.0
146799,Adancata,0.0
40303,Oras Predeal,0.0
81264,Plopsoru,0.0
154996,Nenciulesti,0.0
138618,Pomi,0.0
15741,Corbeni,0.0
122249,Damuc,0.0
64906,Valea Crisului,0.0
163208,Cretesti,0.0
23948,Orbeni,0.0
114060,Branistea,0.0
97679,Letcani,0.0
73102,Melinesti,0.0
105874,Varasti,0.0
179604,Poienile Izei,0.0
139009,Tarna Mare,0.0
32153,Tamaseu,0.0
114079,Vrata,0.0
64871,Turia,0.0
48487,Pietroasele,0.0
105829,Vasilati,0.0
73031,Maglavit,0.0
113974,Voloiac,0.0
64826,Sanzieni,0.0
146744,Municipiul Vatra Dornei,0.0
23868,Oncesti,0.0
130366,Sarbii - Magura,0.0
171325,Mihaesti,0.0
105794,Valea Macrisului,0.0
163137,Costesti,0.0
130375,Visina Noua,0.0
154978,Zambreasca,0.0
97606,Lespezi,0.0
122187,Cracaoani,0.0
138574,Piscolt,0.0
179533,Oras Popesti Leordeni,0.0
130384,Soparlita,0.0
89428,Dobra,0.0
32090,Varciorog,0.0
56666,Caseiu,0.0
179613,Sieu,0.0
138663,Sanislau,0.0
179711,Vladeni,0.0
23975,Palanca,0.0
179677,Camin,0.0
24034,Parava,0.0
179686,Dumitrita,0.0
64997,Varghis,0.0
81380,Polovragi,0.0
179971,Colelia,0.0
155109,Dracea,0.0
122347,Doljesti,0.0
138734,Santau,0.0
155118,Fantanele,0.0
179695,Simisna,0.0
97777,Madarjac,0.0
146931,Oras Milisauti,0.0
65011,Zagon,0.0
179702,Traian,0.0
105972,Vanatorii Mici,0.0
155127,Frasinet,0.0
89856,Ilia,0.0
130552,Barcanesti,0.0
146904,Baia,0.0
89561,Oras Geoagiu,0.0
155092,Beuca,0.0
32187,Rosiori,0.0
48557,Parscov,0.0
179631,Treznea,0.0
64942,Valcele,0.0
146860,Arbore,0.0
40367,Oras Rasnov,0.0
105909,Vedea,0.0
163253,Danesti,0.0
179640,Vulcana-Pandele,0.0
97722,Lungani,0.0
15830,Corbi,0.0
98051,Miroslovesti,0.0
32195,Gepiu,0.0
56773,Catina,0.0
179659,Negrilesti,0.0
155083,Beciu,0.0
40394,Oras Rupea,0.0
171469,Milcoiu,0.0
105936,Vidra,0.0
88920,Bulzestii De Sus,0.0
64345,Ghidfalau,0.0
139054,Terebesti,0.0
130892,Targsoru Vechi,0.0
22718,Ghimes-Faget,0.0
145603,Slimnic,0.0
30915,Oras Sacueni,0.0
47300,Luciu,0.0
122702,Girov,0.0
63688,Sita Buzaului,0.0
178377,Vidra,0.0
71885,Cosoveni,0.0
39122,Sendriceni,0.0
162014,Albesti,0.0
121055,Oras Targu Neamt,0.0
8014,Sugag,0.0
129246,Serbanesti,0.0
137443,Craidorolt,0.0
71910,Cotofenii Din Dos,0.0
153829,Putineiu,0.0
47337,Magura,0.0
112879,Patulele,0.0
170220,Golesti,0.0
137407,Certeze,0.0
170168,Glavile,0.0
104635,Plataresti,0.0
63633,Barcani,0.0
30844,Rosia,0.0
6271,Poiana Vadului,0.0
112771,Oprisor,0.0
71812,Cioroiasi,0.0
104582,Petrachioaia,0.0
22665,Gaiceana,0.0
120968,Oras Bicaz,0.0
178313,Valea Sarii,0.0
30871,Sacadat,0.0
71858,Ciupercenii Noi,0.0
88216,Batrana,0.0
160092,Ceamurlia De Jos,0.0
129184,Studina,0.0
96423,Costuleni,0.0
112806,Padina,0.0
80043,Danciulesti,0.0
55473,Aghiresu,0.0
153776,Vitanesti,0.0
80123,Danesti,0.0
6397,Ponor,0.0
96370,Comarna,0.0
22781,Garleni,0.0
47417,Margaritesti,0.0
63802,Batani,0.0
112959,Podeni,0.0
121153,Bahna,0.0
6468,Posaga,0.0
72007,Oras Dabuleni,0.0
137540,Culciu,0.0
55623,Alunis,0.0
145738,Seica Mica,0.0
96593,Cozmesti,0.0
14673,Boteni,0.0
31057,Sambata,0.0
153936,Salcia,0.0
104788,Rasuceni,0.0
180046,Gura Ialomitei,0.0
39266,Todireni,0.0
112995,Ponoarele,0.0
72034,Desa,0.0
129380,Teslui,0.0
153909,Rasmiresti,0.0
39220,Stiubieni,0.0
22834,Glavanesti,0.0
71956,Daneti,0.0
39168,Oras Stefanesti,0.0
145667,Seica Mare,0.0
129282,Stefan Cel Mare,0.0
112904,Dubova,0.0
104715,Putineiu,0.0
153865,Radoiesti,0.0
30988,Salacea,0.0
47373,Maracineni,0.0
121108,Agapia,0.0
104751,Radovanu,0.0
162069,Alexandru Vlahuta,0.0
88350,Blajeni,0.0
63777,Aita Mare,0.0
137504,Crucisor,0.0
31011,Salard,0.0
129317,Tatulesti,0.0
178475,Vintileasca,0.0
55598,Aiton,0.0
170097,Ghioroiu,0.0
114514,Municipiul Sighisoara,0.0
113493,Salcia,0.0
180064,Barbulesti,0.0
145355,Racovita,0.0
71634,Celaru,0.0
63447,Oras Baraolt,0.0
22488,Filipeni,0.0
112600,Livezile,0.0
79834,Crasna,0.0
153561,Piatra,0.0
137185,Botiz,0.0
104421,Nuci,0.0
145382,Rau Sadului,0.0
6119,Ocolis,0.0
47079,Gura Teghii,0.0
38893,Santa Mare,0.0
55277,Mihai Viteazu,0.0
88047,Bacia,0.0
120824,Savinesti,0.0
30719,Remetea,0.0
96254,Ciurea,0.0
65379,Aninoasa,0.0
178117,Tulnici,0.0
153543,Peretu,0.0
128962,Spineni,0.0
137130,Bogdand,0.0
104341,Nicolae Balcescu,0.0
163681,Duda-Epureni,0.0
71572,Castranova,0.0
38811,Roma,0.0
47006,Grebanu,0.0
6048,Noslac,0.0
153507,Orbeasca,0.0
112548,Jiana,0.0
169896,Francesti,0.0
120771,Dumbrava Rosie,0.0
71607,Calarasi,0.0
89954,Lapugiu De Jos,0.0
30648,Rabagani,0.0
22460,Faraoani,0.0
87996,Baru,0.0
14272,Balilesti,0.0
38848,Romanesti,0.0
104387,Niculesti,0.0
145408,Rosia,0.0
153605,Plosca,0.0
14450,Barla,0.0
169994,Galicea,0.0
145471,Sadu,0.0
63553,Comandau,0.0
161856,Oras Negresti,0.0
14405,Berevoesti,0.0
38982,Suharau,0.0
104519,Oinacu,0.0
129095,Stoenesti,0.0
6217,Pianu,0.0
137292,Cauas,0.0
96334,Coarnele Caprei,0.0
47186,Lopatari,0.0
129111,Stoicanesti,0.0
55384,Municipiul Gherla,0.0
145499,Oras Saliste,0.0
120922,Horia,0.0
63580,Oras Intorsura Buzaului,0.0
153696,Poeni,0.0
112744,Obarsia De Camp,0.0
71787,Cetate,0.0
79932,Cruset,0.0
55357,Municipiul Campia Turzii,0.0
120888,Cordun,0.0
112664,Malovat,0.0
55311,Sandulesti,0.0
139107,Tiream,0.0
137229,Calinesti-Oas,0.0
14352,Beleti-Negresti,0.0
129040,Sprancenata,0.0
71698,Cerat,0.0
6164,Ohaba,0.0
73567,Ostroveni,0.0
81754,Sacelu,0.0
137274,Camarzana,0.0
104485,Ogrezeni,0.0
63526,Oras Covasna,0.0
32599,Oras Sangeorz-Bai,0.0
180055,Crivat,0.0
71723,Cernatesti,0.0
22576,Filipesti,0.0
30773,Rieni,0.0
47159,Largu,0.0
162149,Arsura,0.0
170346,Gradistea,0.0
22898,Helegiu,0.0
39658,Viisoara,0.0
129718,Vadastra,0.0
39612,Vaculesti,0.0
72383,Galicea Mare,0.0
170685,Ladesti,0.0
162498,Berezeni,0.0
64194,Cernat,0.0
154308,Sarbeni,0.0
178885,Negrilesti,0.0
105160,Snagov,0.0
47818,Murgesti,0.0
178894,Ploscuteni,0.0
56014,Belis,0.0
129745,Vadastrita,0.0
88788,Buces,0.0
178901,Popesti,0.0
15064,Caldararu,0.0
72409,Ghercesti,0.0
178910,Paulesti,0.0
129763,Valeni,0.0
105142,Slobozia Moara,0.0
80560,Ionesti,0.0
96940,Dumesti,0.0
121466,Bargauani,0.0
6761,Rosia Montana,0.0
39532,Unteni,0.0
40768,Cata,0.0
154228,Silistea,0.0
170612,Lalosu,0.0
96888,Dobrovat,0.0
129656,Valea Mare,0.0
80506,Hurezani,0.0
64130,Catalina,0.0
137899,Homoroade,0.0
178821,Vulturu,0.0
96904,Dolhesti,0.0
180028,Porumbesti,0.0
31379,Sinteu,0.0
105106,Singureni,0.0
162452,Balteni,0.0
47774,Movila Banului,0.0
154282,Silistea-Gumesti,0.0
80613,Jupanesti,0.0
180019,Sarateni,0.0
178545,Vizantea-Livezi,0.0
137960,Lazuri,0.0
80677,Lelesti,0.0
88868,Bucuresci,0.0
97063,Focuri,0.0
105259,Spantov,0.0
170792,Lapusata,0.0
47916,Oras Nehoiu,0.0
154415,Stejaru,0.0
121652,Borca,0.0
23350,Luizi-Calugara,0.0
39738,Vladeni,0.0
72506,Giubega,0.0
113466,Rogova,0.0
64318,Ghelinta,0.0
6976,Salciua,0.0
97090,Golaiesti,0.0
80711,Licurici,0.0
31565,Tarcea,0.0
105295,Stanesti,0.0
72533,Giurgita,0.0
56096,Bobalna,0.0
129816,Verguleasa,0.0
178965,Spulber,0.0
178947,Obrejita,0.0
154344,Slobozia Mandra,0.0
122668,Gheraesti,0.0
97009,Erbiceni,0.0
113395,Punghina,0.0
178929,Biliesti,0.0
178938,Gologanu,0.0
23289,Livezi,0.0
162559,Blagesti,0.0
15108,Calinesti,0.0
31510,Suncuius,0.0
121607,Bodesti,0.0
105222,Sohatu,0.0
64265,Dobarlau,0.0
39694,Varfu Campului,0.0
72463,Gighera,0.0
154380,Smardioasa,0.0
178956,Rastoaca,0.0
6930,Rosia De Secas,0.0
146021,Boita,0.0
31333,Simian,0.0
64096,Bretcu,0.0
146012,Alma,0.0
39328,Trusesti,0.0
14753,Bradulet,0.0
145827,Oras Talmaciu,0.0
72098,Dobresti,0.0
178607,Vanatori,0.0
129460,Tia Mare,0.0
104886,Sarulesti,0.0
6592,Rametea,0.0
63937,Borosneu Mare,0.0
137675,Dorolt,0.0
96717,Dagata,0.0
121297,Bicaz-Chei,0.0
154068,Scurtu Mare,0.0
72150,Dragotesti,0.0
47578,Mihailesti,0.0
129503,Topana,0.0
39391,Tudora,0.0
55776,Aschileu,0.0
180037,Boghis,0.0
154013,Scrioastea,0.0
22941,Horgesti,0.0
80285,Farcasesti,0.0
145792,Sura Mica,0.0
72052,Diosti,0.0
153972,Saceni,0.0
80249,Dragotesti,0.0
63866,Belin,0.0
96637,Cristesti,0.0
104831,Roata De Jos,0.0
57163,Ciucea,0.0
88449,Bosorod,0.0
14726,Botesti,0.0
121242,Baltatesti,0.0
55687,Apahida,0.0
137611,Doba,0.0
48968,Ramnicelu,0.0
162194,Banca,0.0
6547,Radesti,0.0
63893,Bodoc,0.0
31128,Sarbi,0.0
96664,Cucuteni,0.0
6627,Ramet,0.0
88546,Branisca,0.0
31208,Spinus,0.0
98113,Mogosesti,0.0
121386,Bira,0.0
145961,Valea Viilor,0.0
129585,Tufeni,0.0
154166,Sfintesti,0.0
113206,Pristol,0.0
178750,Vrancioaia,0.0
105026,Sinesti,0.0
88644,Bretea Romana,0.0
14922,Bughea De Jos,0.0
64041,Bradut,0.0
154184,Segarcea-Vale,0.0
145998,Vurpar,0.0
162381,Bacesti,0.0
113233,Prunisor,0.0
72276,Farcas,0.0
23127,Izvoru Berheciului,0.0
14940,Buzoesti,0.0
129629,Urzica,0.0
80427,Godinesti,0.0
137764,Halmeu,0.0
80365,Glogova,0.0
145934,Turnu Rosu,0.0
145907,Tilisca,0.0
39417,Ungureni,0.0
121340,Bicazu Ardelean,0.0
113153,Poroina Mare,0.0
14851,Budeasa,0.0
155458,Oras Deta,0.0
64005,Brates,0.0
23047,Huruiesti,0.0
47630,Manzalesti,0.0
129567,Traian,0.0
104975,Schitu,0.0
137746,Gherta Mica,0.0
170514,Ionesti,0.0
162327,Bacani,0.0
154139,Seaca,0.0
72221,Dranic,0.0
31262,Suplacu De Barcau,0.0
55838,Baciu,0.0
32768,Budesti,0.0
94312,Roseti,0.0
102749,Oras Fierbinti-Targ,0.0
67121,Costestii Din Vale,0.0
140823,Criseni,0.0
34333,Rodna,0.0
173597,Sutesti,0.0
83491,Oras Borsec,0.0
58918,Petrestii De Jos,0.0
99879,Tiganasi,0.0
132645,Chiojdeanca,0.0
91688,Turdas,0.0
17968,Poienarii De Muscel,0.0
34360,Romuli,0.0
91731,General Berthelot,0.0
149049,Horodniceni,0.0
157246,Giarmata,0.0
116288,Craciunesti,0.0
83525,Oras Cristuru Secuiesc,0.0
9798,Apateu,0.0
140869,Cuzaplac,0.0
75338,Oras Beresti,0.0
108106,Farcasa,0.0
132681,Ciorani,0.0
9743,Almas,0.0
157193,Ghizela,0.0
83464,Oras Balan,0.0
108035,Dumbravita,0.0
34262,Rebra,0.0
42456,Crizbav,0.0
132574,Cerasu,0.0
173533,Stroesti,0.0
140770,Cristolt,0.0
26083,Valea Seaca,0.0
83428,Oras Baile Tusnad,0.0
34280,Rebrisoara,0.0
42472,Holbav,0.0
58856,Panticeu,0.0
148970,Granicesti,0.0
91624,Totesti,0.0
42480,Dragus,0.0
108017,Oras Dragomiresti,0.0
17913,Poienarii De Arges,0.0
124411,Stefan Cel Mare,0.0
75258,Munteni,0.0
116224,Cozma,0.0
42498,Augustin,0.0
124493,Tarcau,0.0
157273,Giera,0.0
26346,Gioseni,0.0
124616,Tazlau,0.0
157362,Jamu Mare,0.0
26289,Zemes,0.0
83632,Municipiul Toplita,0.0
173748,Stefanesti,0.0
67256,Darmanesti,0.0
149183,Izvoarele Sucevei,0.0
108222,Lapus,0.0
132805,Cornu,0.0
50889,Oras Anina,0.0
9930,Beliu,0.0
75356,Beresti-Meria,0.0
26320,Sarata,0.0
108240,Leordina,0.0
42708,Chiscani,0.0
116439,Cuci,0.0
67292,Dobra,0.0
141027,Dragu,0.0
26338,Buciumi,0.0
173793,Susani,0.0
149227,Oras Liteni,0.0
108204,Ieud,0.0
34477,Sanmihaiu De Campie,0.0
116395,Cucerdea,0.0
100004,Victoria,0.0
67167,Crangurile,0.0
9832,Archis,0.0
83561,Municipiul Gheorgheni,0.0
18028,Poiana Lacului,0.0
58990,Ploscos,0.0
132716,Cocorastii Mislii,0.0
149101,Horodnic De Jos,0.0
173686,Sirineasa,0.0
116340,Craiesti,0.0
34422,Silivasu De Campie,0.0
108151,Giulesti,0.0
99968,Valea Seaca,0.0
149138,Iacobeni,0.0
91795,Vata De Jos,0.0
124563,Tasca,0.0
132752,Colceag,0.0
140958,Dobrin,0.0
1696,Oras Cugir,0.0
59041,Poieni,0.0
75221,Draganesti,0.0
42449,Sinca Noua,0.0
116171,Coroisanmartin,0.0
25861,Traian,0.0
25825,Targu Trotus,0.0
132342,Bertea,0.0
115959,Ceuasu De Campie,0.0
124153,Sagna,0.0
148729,Frumosu,0.0
83197,Feliceni,0.0
156927,Fardea,0.0
58623,Mociu,0.0
140547,Cizer,0.0
165130,Osesti,0.0
67014,Cornesti,0.0
99600,Trifesti,0.0
9495,Oras Curtici,0.0
132379,Boldesti-Gradistea,0.0
34075,Nuseni,0.0
148765,Fundu Moldovei,0.0
140583,Coseiu,0.0
66857,Corbii Mari,0.0
50479,Ziduri,0.0
124206,Sabaoani,0.0
50399,Valcelele,0.0
132315,Banesti,0.0
140501,Chiesd,0.0
148694,Fratautii Vechi,0.0
173230,Stoenesti,0.0
132271,Baltesti,0.0
74931,Plesoi,0.0
58552,Mintiu Gherlii,0.0
115897,Brancovenesti,0.0
148667,Fratautii Noi,0.0
107715,Campulung La Tisa,0.0
91330,Soimus,0.0
74949,Rojiste,0.0
33989,Nimigea,0.0
42183,Vama Buzaului,0.0
74956,Talpas,0.0
83151,Bradesti,0.0
165069,Oltenesti,0.0
66768,Contesti,0.0
99539,Todiresti,0.0
17619,Musatesti,0.0
107733,Copalnic-Manastur,0.0
124117,Oras Roznov,0.0
91447,Tomesti,0.0
132404,Brebu,0.0
173374,Stoilesti,0.0
148872,Galanesti,0.0
75150,Vanatori,0.0
107920,Cupseni,0.0
165274,Perieni,0.0
9627,Oras Nadlac,0.0
132510,Ceptura,0.0
157086,Oras Gataia,0.0
116126,Chiheru De Jos,0.0
17824,Oarja,0.0
58794,Palatca,0.0
124331,Stanita,0.0
26029,Urechesti,0.0
83375,Pauleni-Ciuc,0.0
1455,Oras Campeni,0.0
148916,Gramesti,0.0
17851,Pietrosani,0.0
34235,Prundu Bargaului,0.0
75203,Municipiul Tecuci,0.0
99780,Tibanesti,0.0
107975,Desesti,0.0
91535,Toplita,0.0
66955,Cornatelu,0.0
17726,Negrasi,0.0
132486,Carbunesti,0.0
9538,Oras Ineu,0.0
42307,Voila,0.0
165185,Padureni,0.0
124233,Secuieni,0.0
25932,Ungureni,0.0
157004,Foeni,0.0
116046,Chetani,0.0
140627,Crasna,0.0
99673,Tibana,0.0
107868,Coroieni,0.0
157031,Gavojdia,0.0
132459,Calugareni,0.0
17771,Nucsoara,0.0
34155,Parva,0.0
75114,Sendreni,0.0
50549,Unguriu,0.0
34173,Petru Rares,0.0
140672,Creaca,0.0
50564,Florica,0.0
165611,Pungesti,0.0
50923,Oras Baile Herculane,0.0
127322,Icoana,0.0
149584,Musenita,0.0
108598,Repedea,0.0
116796,Fantanele,0.0
43073,Dudesti,0.0
67648,Gura Sutii,0.0
141376,Hereclean,0.0
108614,Rona De Jos,0.0
26699,Oras Alesd,0.0
174156,Vladesti,0.0
2130,Albac,0.0
34903,Sintereag,0.0
43117,Frecatei,0.0
157781,Moravita,0.0
75864,Cavadinesti,0.0
108632,Rona De Sus,0.0
125016,Vanatori-Neamt,0.0
67675,Hulubesti,0.0
133214,Filipestii De Targ,0.0
18527,Rucar,0.0
51305,Bania,0.0
10346,Carand,0.0
10293,Buteni,0.0
133161,Filipestii De Padure,0.0
51243,Armenis,0.0
18475,Rociu,0.0
83963,Capalnita,0.0
149502,Moldova-Sulita,0.0
10239,Brazii,0.0
100353,Valea Lupului,0.0
141312,Halmasd,0.0
51207,Oras Otelu Rosu,0.0
174085,Valea Mare,0.0
108552,Remeti,0.0
165899,Solesti,0.0
67595,Gura Ocnitei,0.0
100362,Ciohorani,0.0
83981,Ciucsangeorgiu,0.0
92177,Zam,0.0
59416,Sic,0.0
26653,Santandrei,0.0
34850,Sieut,0.0
59434,Sancraiu,0.0
75819,Buciumeni,0.0
157736,Manastiur,0.0
59498,Sanmartin,0.0
26742,Astileu,0.0
132841,Cosminele,0.0
157898,Nadrag,0.0
10417,Chisindia,0.0
26804,Municipiul Beius,0.0
84148,Corbu,0.0
51387,Berliste,0.0
125114,Ghindaoani,0.0
67773,Lucieni,0.0
59586,Sanpaul,0.0
125123,Valeni,0.0
100549,Slobozia,0.0
125132,Draganesti,0.0
84086,Ciumani,0.0
84175,Corund,0.0
133330,Floresti,0.0
174290,Zatreni,0.0
125141,Pancesti,0.0
10453,Conop,0.0
26840,Oras Stei,0.0
141535,Horoatu Crasnei,0.0
125150,Gadinti,0.0
157923,Nitchidorf,0.0
125105,Ruginoasa,0.0
75953,Corod,0.0
174254,Voineasa,0.0
43180,Galbenu,0.0
18554,Salatrucu,0.0
108669,Rozavlea,0.0
116867,Galesti,0.0
51332,Bautar,0.0
125061,Zanesti,0.0
10373,Cermei,0.0
141447,Hida,0.0
84102,Carta,0.0
174218,Voicesti,0.0
75917,Certesti,0.0
18581,Sapata,0.0
149655,Ostra,0.0
67737,I. L. Caragiale,0.0
108696,Ruscova,0.0
133278,Fantanele,0.0
34985,Teaca,0.0
108712,Satulung,0.0
125098,Dochia,0.0
166057,Stefan Cel Mare,0.0
100344,Roscani,0.0
75766,Brahasesti,0.0
116723,Faragau,0.0
149316,Malini,0.0
50987,Ocna De Fier,0.0
124723,Trifesti,0.0
100148,Vladeni,0.0
34618,Sant,0.0
157497,Liebling,0.0
108348,Moisei,0.0
116545,Deda,0.0
18242,Priboieni,0.0
51010,Municipiul Caransebes,0.0
42824,Baraganul,0.0
157683,Masloc,0.0
141134,Galgau,0.0
67407,Dragomiresti,0.0
91982,Vetel,0.0
108366,Oarta De Jos,0.0
124750,Tupilati,0.0
34645,Sieu,0.0
165719,Rebricea,0.0
157530,Lovrin,0.0
42842,Bertestii De Jos,0.0
149290,Marginea,0.0
83749,Oras Vlahita,0.0
132896,Drajna,0.0
91937,Valisoara,0.0
108268,Miresu Mare,0.0
26353,Odobesti,0.0
157424,Jebel,0.0
34547,Spermezeu,0.0
